Action,Quantity,Price,Time,Portfolio Value,Remaining Balance
Sell,286,3101.75,2021-10-08 18:15:00,887100.5,887389.8699999992
Buy,286,3101.75,2021-10-08 18:15:00,887100.5,289.36999999918044
Sell,286,3117.01,2021-10-08 18:30:00,891464.8600000001,891754.2299999993
Buy,286,3117.01,2021-10-08 18:30:00,891464.8600000001,289.36999999918044
Sell,286,3131.8,2021-10-08 18:45:00,895694.8,895984.1699999992
Buy,286,3131.8,2021-10-08 18:45:00,895694.8,289.36999999918044
Sell,286,3132.28,2021-10-08 19:00:00,895832.0800000001,896121.4499999993
Buy,286,3132.28,2021-10-08 19:00:00,895832.0800000001,289.36999999918044
Sell,286,3130.05,2021-10-08 19:15:00,895194.3,895483.6699999992
Buy,284,3145.97,2021-10-08 19:45:00,893455.48,2028.1899999992456
Sell,284,3141.09,2021-10-08 20:00:00,892069.56,894097.7499999993
Buy,284,3143.4,2021-10-08 20:15:00,892725.6,1372.1499999993248
Sell,284,3150.65,2021-10-08 20:30:00,894784.6,896156.7499999993
Buy,284,3150.65,2021-10-08 20:30:00,894784.6,1372.1499999993248
Sell,284,3160.54,2021-10-08 20:45:00,897593.36,898965.5099999993
Buy,283,3165.46,2021-10-08 22:15:00,895825.18,3140.3299999992596
Sell,283,3162.99,2021-10-08 22:30:00,895126.1699999999,898266.4999999992
Buy,283,3162.99,2021-10-08 22:30:00,895126.1699999999,3140.3299999992596
Sell,283,3153.18,2021-10-08 22:45:00,892349.94,895490.2699999992
Buy,284,3149.85,2021-10-08 23:00:00,894557.4,932.8699999991804
Sell,284,3125.46,2021-10-08 23:15:00,887630.64,888563.5099999992
Buy,282,3148.28,2021-10-08 23:30:00,887814.9600000001,748.5499999991152
Sell,282,3143.98,2021-10-08 23:45:00,886602.36,887350.9099999991
Buy,259,3417.5,2021-10-09 00:00:00,885132.5,2218.4099999991013
Sell,259,3447.98,2021-10-09 00:15:00,893026.82,895245.229999999
Buy,259,3447.98,2021-10-09 00:15:00,893026.82,2218.4099999991013
Sell,259,3460.27,2021-10-09 00:30:00,896209.93,898428.3399999992
Buy,259,3460.27,2021-10-09 00:30:00,896209.93,2218.4099999991013
Sell,259,3453.17,2021-10-09 00:45:00,894371.03,896589.4399999991
Buy,259,3460.52,2021-10-09 03:30:00,896274.68,314.759999999078
Sell,259,3467.18,2021-10-09 03:45:00,897999.62,898314.3799999991
Buy,259,3467.18,2021-10-09 03:45:00,897999.62,314.759999999078
Sell,259,3465.99,2021-10-09 04:00:00,897691.4099999999,898006.169999999
Buy,259,3454.92,2021-10-09 04:45:00,894824.28,3181.8899999989662
Sell,259,3448.5,2021-10-09 05:00:00,893161.5,896343.389999999
Buy,259,3448.5,2021-10-09 05:00:00,893161.5,3181.8899999989662
Sell,259,3433.27,2021-10-09 05:15:00,889216.93,892398.819999999
Buy,260,3421.48,2021-10-09 06:45:00,889584.8,2814.019999998971
Sell,260,3421.32,2021-10-09 07:00:00,889543.2000000001,892357.219999999
Buy,261,3406.42,2021-10-09 08:15:00,889075.62,3281.5999999990454
Sell,261,3376.12,2021-10-09 08:30:00,881167.32,884448.919999999
Buy,261,3376.12,2021-10-09 08:30:00,881167.32,3281.5999999990454
Sell,261,3376.81,2021-10-09 08:45:00,881347.41,884629.0099999991
Buy,260,3401.96,2021-10-09 09:45:00,884509.6,119.40999999910127
Sell,260,3401.11,2021-10-09 10:00:00,884288.6,884408.0099999991
Buy,260,3401.11,2021-10-09 10:00:00,884288.6,119.40999999910127
Sell,260,3391.22,2021-10-09 10:15:00,881717.2,881836.609999999
Buy,260,3391.22,2021-10-09 10:15:00,881717.2,119.40999999910127
Sell,260,3419.54,2021-10-09 10:30:00,889080.4,889199.8099999991
Buy,262,3386.15,2021-10-09 11:30:00,887171.3,2028.509999999078
Sell,262,3404.12,2021-10-09 11:45:00,891879.44,893907.949999999
Buy,263,3394.54,2021-10-09 12:30:00,892764.02,1143.9299999990035
Sell,263,3375.0,2021-10-09 12:45:00,887625.0,888768.929999999
Buy,263,3375.0,2021-10-09 12:45:00,887625.0,1143.9299999990035
Sell,263,3362.27,2021-10-09 13:00:00,884277.01,885420.939999999
Buy,263,3362.27,2021-10-09 13:00:00,884277.01,1143.9299999990035
Sell,263,3356.33,2021-10-09 13:15:00,882714.79,883858.719999999
Buy,263,3356.33,2021-10-09 13:15:00,882714.79,1143.9299999990035
Sell,263,3328.69,2021-10-09 13:30:00,875445.47,876589.399999999
Buy,263,3327.28,2021-10-09 13:45:00,875074.64,1514.7599999989616
Sell,263,3304.58,2021-10-09 14:00:00,869104.54,870619.299999999
Buy,263,3304.58,2021-10-09 14:00:00,869104.54,1514.7599999989616
Sell,263,3266.01,2021-10-09 14:15:00,858960.63,860475.389999999
Buy,263,3266.01,2021-10-09 14:15:00,858960.63,1514.7599999989616
Sell,263,3229.59,2021-10-09 14:30:00,849382.17,850896.929999999
Buy,261,3257.0,2021-10-09 14:45:00,850077.0,819.9299999990035
Sell,261,3242.79,2021-10-09 15:00:00,846368.19,847188.119999999
Buy,261,3242.79,2021-10-09 15:00:00,846368.19,819.9299999990035
Sell,261,3267.69,2021-10-09 15:15:00,852867.09,853687.019999999
Buy,259,3290.08,2021-10-09 15:30:00,852130.72,1556.2999999989988
Sell,259,3299.28,2021-10-09 15:45:00,854513.52,856069.819999999
Buy,259,3299.28,2021-10-09 15:45:00,854513.52,1556.2999999989988
Sell,259,3285.0,2021-10-09 16:00:00,850815.0,852371.299999999
Buy,259,3285.0,2021-10-09 16:00:00,850815.0,1556.2999999989988
Sell,259,3300.67,2021-10-09 16:15:00,854873.53,856429.829999999
Buy,259,3300.67,2021-10-09 16:15:00,854873.53,1556.2999999989988
Sell,259,3294.49,2021-10-09 16:30:00,853272.9099999999,854829.2099999989
Buy,259,3294.49,2021-10-09 16:30:00,853272.9099999999,1556.2999999989988
Sell,259,3297.04,2021-10-09 16:45:00,853933.36,855489.659999999
Buy,259,3297.04,2021-10-09 16:45:00,853933.36,1556.2999999989988
Sell,259,3293.84,2021-10-09 17:00:00,853104.56,854660.859999999
Buy,259,3293.84,2021-10-09 17:00:00,853104.56,1556.2999999989988
Sell,259,3330.0,2021-10-09 17:15:00,862470.0,864026.299999999
Buy,258,3336.11,2021-10-09 18:30:00,860716.38,3309.919999998994
Sell,258,3329.83,2021-10-09 18:45:00,859096.14,862406.059999999
Buy,259,3322.4,2021-10-09 19:00:00,860501.6,1904.4599999990314
Sell,259,3315.92,2021-10-09 19:15:00,858823.28,860727.7399999991
Buy,259,3313.94,2021-10-09 19:30:00,858310.46,2417.2799999990966
Sell,259,3312.62,2021-10-09 19:45:00,857968.58,860385.859999999
Buy,259,3316.96,2021-10-09 20:15:00,859092.64,1293.2199999990407
Sell,259,3279.46,2021-10-09 20:30:00,849380.14,850673.359999999
Buy,259,3279.46,2021-10-09 20:30:00,849380.14,1293.2199999990407
Sell,259,3250.11,2021-10-09 20:45:00,841778.49,843071.709999999
Buy,259,3250.11,2021-10-09 20:45:00,841778.49,1293.2199999990407
Sell,259,3270.79,2021-10-09 21:00:00,847134.61,848427.829999999
Buy,259,3270.79,2021-10-09 21:00:00,847134.61,1293.2199999990407
