Action,Quantity,Price,Time,Portfolio Value,Remaining Balance
Buy,214,3162.99,2021-10-08 22:30:00,676879.86,1947.110000000801
Sell,214,3153.18,2021-10-08 22:45:00,674780.52,676727.6300000008
Buy,214,3153.18,2021-10-08 22:45:00,674780.52,1947.110000000801
Sell,214,3149.85,2021-10-08 23:00:00,674067.9,676015.0100000008
Buy,214,3149.85,2021-10-08 23:00:00,674067.9,1947.110000000801
Sell,214,3125.46,2021-10-08 23:15:00,668848.4400000001,670795.5500000009
Buy,194,3447.98,2021-10-09 00:15:00,668908.12,1887.4300000008661
Sell,194,3460.27,2021-10-09 00:30:00,671292.38,673179.8100000009
Buy,194,3460.27,2021-10-09 00:30:00,671292.38,1887.4300000008661
Sell,194,3453.17,2021-10-09 00:45:00,669914.98,671802.4100000008
Buy,191,3500.93,2021-10-09 01:30:00,668677.63,3124.780000000843
Sell,191,3502.96,2021-10-09 01:45:00,669065.36,672190.1400000008
Buy,191,3502.96,2021-10-09 01:45:00,669065.36,3124.780000000843
Sell,191,3493.15,2021-10-09 02:00:00,667191.65,670316.4300000009
Buy,191,3493.15,2021-10-09 02:00:00,667191.65,3124.780000000843
Sell,191,3498.98,2021-10-09 02:15:00,668305.18,671429.9600000009
Buy,191,3498.98,2021-10-09 02:15:00,668305.18,3124.780000000843
Sell,191,3490.28,2021-10-09 02:30:00,666643.48,669768.2600000008
Buy,191,3490.28,2021-10-09 02:30:00,666643.48,3124.780000000843
Sell,191,3475.4,2021-10-09 02:45:00,663801.4,666926.1800000009
Buy,191,3475.4,2021-10-09 02:45:00,663801.4,3124.780000000843
Sell,191,3454.08,2021-10-09 03:00:00,659729.28,662854.0600000009
Buy,191,3454.08,2021-10-09 03:00:00,659729.28,3124.780000000843
Sell,191,3462.01,2021-10-09 03:15:00,661243.91,664368.6900000009
Buy,191,3462.01,2021-10-09 03:15:00,661243.91,3124.780000000843
Sell,191,3460.52,2021-10-09 03:30:00,660959.32,664084.1000000008
Buy,191,3467.18,2021-10-09 03:45:00,662231.38,1852.720000000787
Sell,191,3465.99,2021-10-09 04:00:00,662004.09,663856.8100000008
Buy,191,3465.99,2021-10-09 04:00:00,662004.09,1852.720000000787
Sell,191,3476.2,2021-10-09 04:15:00,663954.2,665806.9200000007
Buy,191,3476.2,2021-10-09 04:15:00,663954.2,1852.720000000787
Sell,191,3465.97,2021-10-09 04:30:00,662000.27,663852.9900000008
Buy,191,3465.97,2021-10-09 04:30:00,662000.27,1852.720000000787
